universities,career,inscription_date,last_name,first_name,last_name,gender,age,location,email
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,01-02-2021,MITCHELL,CHRISTOPHER,MITCHELL,M,61.0,BELLA-VISTA,LAUREN27@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-07-2020,HARDIN,MADELINE,HARDIN,F,81.0,COLONIA-JAUREGUI,GLEWIS@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-SOCIOLOGÍA-,01-03-2020,BROWN,CURTIS,BROWN,M,78.0,BOQUERON,TONYA03@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-08-2020,ADAMS,CARLOS,ADAMS,M,72.0,DIEGO-DE-ALVEAR,BRIANMARTINEZ@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,01-05-2021,PRICE,ADAM,PRICE,M,81.0,LA-MOROCHA,SHEPPARDWHITNEY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,AGRONOMÍA,01-08-2020,MORROW,MATTHEW,MORROW,M,29.0,EREZCANO,KELSEY21@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,01-06-2020,CRUZ,DIANA,CRUZ,F,100.0,SAN-LORENZO,KEVIN27@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ARTES,01-03-2021,PHILLIPS,ROBERT,PHILLIPS,M,74.0,BAHIA-TRANQUILA,LORIBOYD@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,01-04-2020,DENNIS,NICOLE,DENNIS,F,81.0,COLONIA-LA-YERBA,CHAPMANMATTHEW@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-07-2020,NICHOLS,JESSICA,NICHOLS,F,92.0,BLAS-DURAÑONA,ERIC12@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,01-08-2021,HUANG,JESSICA,HUANG,F,41.0,EMILIO-LAMARCA,SJACKSON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,01-06-2020,PARKER,STEPHANIE,PARKER,F,73.0,COLON,CRUZEMILY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-07-2021,SCHNEIDER,MELISSA,SCHNEIDER,F,98.0,ADELA,JASON42@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,01-02-2021,DAWSON,THERESA,DAWSON,F,53.0,CAÑADON-LEON,LHESS@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-Y-TECNOLOGÍA-DE-ALIMENTOS,01-06-2021,WHITE,EMILY,WHITE,F,109.0,CAMPO-GARCIA,CHRISTOPHER16@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-DE-IMAGEN-Y-SONIDO,01-04-2020,BROWN,PAUL,BROWN,M,84.0,ESTACION-LAGO-EPECUEN,WILLIAMMOLINA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CIENCIAS-VETERINARIAS,01-03-2021,BURNS,DAISY,BURNS,F,13.0,ALZAGA,BPATTON@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-08-2020,SMITH,JULIE,SMITH,F,31.0,JUAN-MARIA-GUTIERREZ,DAVISTIFFANY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-09-2020,MARTIN,MATTHEW,MARTIN,M,86.0,AMUSCHINA,TREVOR85@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,BIOQUÍMICA,01-02-2021,OWENS,REGINA,OWENS,F,100.0,GORCHS,SEANJOHNSON@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,01-04-2021,KRAUSE,ALICIA,KRAUSE,F,43.0,ADROGUE,MICHAEL65@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,ACTUARIO-,01-04-2021,JUAREZ,SETH,JUAREZ,M,15.0,AMBATO,SALAZARASHLEY@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-02-2021,WALLER,ALEXANDRIA,WALLER,F,97.0,ALCETE,TERRI01@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,INGENIERÍA-ELECTRÓNICA,01-05-2020,WEBB,TRAVIS,WEBB,M,107.0,ALDAO,DUDLEYALBERT@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-07-2020,ROMAN,KYLE,ROMAN,M,79.0,LA-DORITA,WILLIAMSSCOTT@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,MEDICINA,01-06-2020,LEE,DONNA,LEE,F,5.0,ABRA-GUAZU,JUAREZLAURA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,01-07-2020,ROSS,EMILY,ROSS,F,104.0,BAHIA-CRACHER,HARRISERICA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-03-2021,WILCOX,RONALD,WILCOX,M,41.0,ALMACEN-LA-COLINA,PBROWN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,01-07-2020,THORNTON,AMBER,THORNTON,F,45.0,CAIMANCITO,RHONDA24@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,01-06-2021,WIGGINS,SARAH,WIGGINS,F,87.0,AGUA-COLORADA,ATKINSLISA@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,01-06-2021,VALENZUELA,CHARLES,VALENZUELA,M,45.0,ARAÑITA,KBERRY@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-08-2021,FERGUSON,MICHAEL,FERGUSON,M,75.0,EST-JAUREGUI-VA-FLANDRIA,MATTHEW49@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-ADMINISTRACIÓN-,01-08-2020,REEVES,RENEE,REEVES,F,59.0,BARRIO-VILLA-ADELA,CABRERABRETT@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,01-04-2021,HART,ELIZABETH,HART,F,108.0,ALDEA-CHALECO,EMILYGOULD@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,01-09-2020,WILLIAMS,TIFFANY,WILLIAMS,F,16.0,DEL-VALLE,WILLIAMSREBECCA@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,01-08-2021,CASTRO,BRIAN,CASTRO,M,48.0,SALADILLO-NORTE,HOFFMANKATHERINE@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,01-05-2021,HARRIS,KATHERINE,HARRIS-DDS,F,13.0,COLONIA-FLORENCIA,WALSHNICHOLAS@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PSICOLOGÍA,01-09-2020,JONES,KAREN,JONES,F,57.0,ORIENTE,PATRICIAMARTIN@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,01-09-2020,STEPHENS,CATHERINE,STEPHENS,F,8.0,CLAUDIO-C-MOLINA,CHRISTINA73@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,CONTADOR-PÚBLICO-,01-06-2021,BLAIR,MARC,BLAIR,M,97.0,BARRIO-GARIN-NORTE,JENNIFER88@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,01-02-2021,RIDDLE,DANIEL,RIDDLE,M,83.0,CUESTA-DEL-TERNERO,HEIDI44@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,01-04-2020,MILLER,JESSICA,MILLER,F,81.0,AGUADA-DE-LAS-TEJAS,GREGORY78@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-MUSICOTERAPIA,01-03-2021,JONES,STACEY,JONES,F,28.0,RICARDO-LAVALLE,JAMESSMITH@YAHOO.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-CIENCIA-POLÍTICA-,01-04-2020,YORK,DANNY,YORK,M,58.0,PAGANCILLO,CHAD72@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,TÉCNICO-PARA-BIOTERIOS-,01-08-2020,PRICE,BRIAN,PRICE,M,97.0,ALGARROBO-DEL-AGUILA,ROCHAALAN@GMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,01-06-2020,GARDNER,KELLY,GARDNER,F,5.0,VILLA-ANGELICA,WILLIAMSCHRISTOPHER@HOTMAIL.COM
-FACULTAD-LATINOAMERICANA-DE-CIENCIAS-SOCIALES,DISEÑO-INDUSTRIAL,01-08-2021,BRIGHT,ELIZABETH,BRIGHT,F,52.0,LIBERTAD,HERNANDEZDAWN@HOTMAIL.COM
